cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/25/2020,10/23/2020,SurveyMonkey,4490,lv,.0322899,.0035742,55,53.29701,53.4697,T,71828,134674
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,4528,lv,0,0,55,53.29701,53.5491,T,71767,134543
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4540,lv,.0510147,.0026781,55,53.29701,53.56573,T,71684,134344
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/14/2020,10/20/2020,RMG Research,800,lv,.8138771,.336197,50,50.59492,50.64454,"",71660,134247
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/11/2020,10/20/2020,Morning Consult,1038,lv,.8673883,.3032023,54,53.90536,53.92603,T,71648,134220
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/17/2020,10/20/2020,Fox News/Beacon Research/Shaw & Co. Research,1037,lv,1.763129,.8761452,49,49.09445,49.10495,"",71628,134186
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,4513,lv,.0973809,.0046286,55,53.29701,53.58617,T,71571,134119
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Susquehanna Polling & Research Inc.,500,lv,.6815998,.3101304,45,46.27887,46.33669,"",71559,134051
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/14/2020,10/19/2020,Latino Decisions,400,lv,.5343021,.2207099,50,48.94564,48.99805,"",71552,134036
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Change Research,447,lv,.5589101,.2515809,52,52.31952,52.34185,"",71524,133962
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/21/2020,10/19/2020,SurveyMonkey,4511,lv,.049836,.0020451,55,53.29701,53.60504,T,71469,133907
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,4575,lv,0,0,55,53.29701,53.62539,T,71384,133723
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/13/2020,10/19/2020,Ipsos,663,lv,.7220154,.2531961,51,51.57912,51.63974,"",71380,133665
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,Trafalgar Group,1051,lv,.5837337,.1889984,47.6,49.80447,49.89068,"",71365,133639
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,4571,lv,.0557873,.0013896,55,53.29701,53.64821,T,71302,133562
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/13/2020,10/16/2020,YouGov,1112,lv,1.092559,.3576154,51,51.19239,51.25343,"",71296,133501
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,4565,lv,.0574288,.0009537,55,53.29701,53.67271,T,71244,133445
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,4513,lv,.0591481,.000462,55,53.29701,53.6962,T,71183,133318
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,4425,lv,.0611237,0,54,52.29382,52.71657,T,71109,133168
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Civiqs,560,lv,.5797104,.1088123,53,51.30282,51.41404,"",71102,133105
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,Trafalgar Group,1043,lv,.4178641,.086922,47.3,50.07369,50.18255,"",71095,133085
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,4414,lv,.065556,0,54,52.29382,52.74145,T,71015,132961
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/10/2020,10/13/2020,David Binder Research,200,lv,.3355042,.0720708,53,51.2442,51.32806,"",71004,132878
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,4397,lv,.0696361,0,54,52.29382,52.76897,T,70974,132804
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/2/2020,10/11/2020,Morning Consult,1067,lv,.8306468,.0861211,51,50.905,51.07526,T,70763,132372
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/6/2020,10/11/2020,Ipsos,577,lv,.6801576,.0829959,51.5,52.0789,52.24918,"",70740,132338
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Siena College/The New York Times Upshot,789,lv,1.644302,.3086372,51,51.33126,51.4412,"",70738,132335
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/8/2020,Baldwin Wallace University,883,lv,.7271249,.0674828,49.2,49.5664,49.79804,"",70722,132291
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/4/2020,10/7/2020,Redfield & Wilton Strategies,688,lv,.6884325,.0606953,51,52.15568,52.38293,"",70711,132265
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/30/2020,10/4/2020,Marquette University Law School,700,lv,1.453999,.0560996,47,46.91491,47.23066,"",70646,132105
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,10/2/2020,10/4/2020,Change Research,442,lv,.5488952,.0273237,51,51.31979,51.60274,"",70609,132014
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/29/2020,10/5/2020,Ipsos,601,lv,.799979,0,50,50.57935,50.98092,"",70584,131967
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,813,lv,.5069495,0,50.57,48.85955,50.27856,"",70449,131303
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2173,lv,.6109986,0,50.24,48.52968,50.04343,"",70399,131201
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1913,lv,.6009769,0,48.38,46.67218,47.99185,"",70349,131099
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,3806,lv,.5695422,0,53.45,51.74245,52.69105,T,70297,130992
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/25/2020,9/28/2020,Trafalgar Group,1084,lv,.4074237,0,47.2,49.9735,50.64446,"",70143,130683
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/23/2020,9/27/2020,Redfield & Wilton Strategies,663,lv,.6205294,0,48,49.15582,49.86289,"",70128,130655
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/23/2020,9/26/2020,Susquehanna Polling & Research Inc.,500,lv,.6815998,0,48,49.28449,50.02295,"",70025,130437
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/22/2020,9/25/2020,Trafalgar Group,1189,lv,.6177887,0,47.7,49.90462,50.68668,"",70014,130422
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/20/2020,9/24/2020,Marist College,727,lv,1.480951,0,54,53.00961,53.84112,"",69996,130357
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/17/2020,9/19/2020,Garin-Hart-Yang Research Group,400,lv,.565323,0,51,49.59003,50.51631,"",69985,130330
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/10/2020,9/21/2020,YouGov,664,lv,.9177185,0,50,50.19244,51.18904,"",69716,130007
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/8/2020,9/22/2020,Baldwin Wallace University,863,lv,.7211198,0,50.3,50.66641,51.67609,"",69703,129963
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/18/2020,9/20/2020,Change Research,571,lv,.6108109,0,51,51.31979,52.22259,"",69686,129908
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,6/20/2020,6/24/2020,Ogden & Fry,825,lv,.8871915,0,45.2,46.27076,47.65957,"",69632,129821
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/11/2020,9/16/2020,Ipsos,609,lv,.8722953,0,48,48.57893,49.62565,"",69627,129813
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/12/2020,9/16/2020,Redfield & Wilton Strategies,636,lv,.5846697,0,47,48.15468,49.18097,"",69547,129565
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/11/2020,9/15/2020,Civiqs,704,rv,.6030517,0,51,50.18321,51.23932,"",69538,129547
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/7/2020,9/16/2020,Morning Consult,800,lv,.6370746,0,51,50.905,51.93934,T,69522,129505
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/6/2020,9/15/2020,Morning Consult,800,lv,.0633913,0,51,50.905,51.95333,T,69497,129460
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/8/2020,9/13/2020,ABC News/The Washington Post,605,lv,1.322618,0,52,50.61699,51.70024,"",69475,129401
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/5/2020,9/14/2020,Morning Consult,809,lv,.0640322,0,51,50.905,51.96782,T,69471,129393
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/9/2020,9/13/2020,SSRS,816,lv,1.146129,0,52,51.26361,52.32994,"",69463,129370
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/4/2020,9/13/2020,Morning Consult,774,lv,.0615188,0,50,49.90498,50.98227,T,69445,129341
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/3/2020,9/12/2020,Morning Consult,769,lv,.0616096,0,50,49.90498,50.99477,T,69427,129309
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/2/2020,9/11/2020,Morning Consult,797,lv,.0647133,0,50,49.90498,51.00518,T,69426,129308
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/8/2020,9/10/2020,Siena College/The New York Times Upshot,760,lv,1.589157,0,48,48.3311,49.44248,"",69419,129278
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/10/2020,Morning Consult,797,lv,.0658709,0,50,49.90498,51.01498,T,69414,129271
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/31/2020,9/9/2020,Morning Consult,816,lv,.0691436,0,50,49.90498,51.02523,T,69404,129252
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/6/2020,9/8/2020,Emerson College,823,lv,1.410921,0,51.43,50.8421,51.9465,"",69403,129251
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/28/2020,9/8/2020,Benenson Strategy Group/GS Strategy Group,1200,lv,1.880784,0,50,50.05427,51.20656,"",68580,128407
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/30/2020,9/8/2020,Morning Consult,799,lv,.0697415,0,51,50.905,52.03329,T,68570,128393
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/30/2020,9/3/2020,Marquette University Law School,688,lv,1.431371,0,48,47.9148,49.09177,"",68559,128354
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/4/2020,9/6/2020,Change Research,501,lv,.5681992,0,50,50.3199,51.4554,"",68538,128313
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/29/2020,9/7/2020,Morning Consult,791,lv,.07154,0,51,50.905,52.04175,T,68531,128298
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/30/2020,9/4/2020,Redfield & Wilton Strategies,670,lv,.6503593,0,50,51.15631,52.31887,"",68525,128290
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/28/2020,9/6/2020,Morning Consult,770,lv,.0726294,0,51,50.905,52.0481,T,68503,128248
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/1/2020,9/2/2020,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,53.09,52.29206,53.45843,"",68499,128241
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/27/2020,9/5/2020,Morning Consult,763,lv,.07653,0,50,49.90498,51.06929,T,68496,128232
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,9/2/2020,9/4/2020,YouGov,978,lv,1.197541,0,50,50.19244,51.36228,"",68495,128231
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/26/2020,9/4/2020,Morning Consult,775,lv,.0798548,0,51,50.905,52.10178,T,68490,128220
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/25/2020,9/3/2020,Morning Consult,797,lv,.0842008,0,52,51.90508,53.12368,T,68488,128216
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/17/2020,8/20/2020,Hodas & Associates,600,lv,.7015365,0,51.91,51.27979,52.56026,"",68485,128206
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/24/2020,9/2/2020,Morning Consult,810,lv,.0875161,0,52,51.90508,53.14347,T,68471,128182
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/23/2020,9/1/2020,Morning Consult,809,lv,.0885348,0,52,51.90508,53.15201,T,68457,128143
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/22/2020,8/31/2020,Morning Consult,819,lv,.0913011,0,53,52.90519,54.15691,T,68456,128142
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/20/2020,8/29/2020,Morning Consult,797,lv,.0935729,0,51,50.905,52.17118,T,68455,128141
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/19/2020,8/28/2020,Morning Consult,797,lv,.096331,0,51,50.905,52.17616,T,68454,128140
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/18/2020,8/27/2020,Morning Consult,797,lv,.0979604,0,52,51.90508,53.18267,T,68453,128139
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/17/2020,8/26/2020,Morning Consult,797,lv,.0953744,0,52,51.90508,53.17796,T,68452,128138
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/16/2020,8/25/2020,Morning Consult,797,lv,.0922644,0,51,50.905,52.17901,T,68451,128137
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/15/2020,8/24/2020,Morning Consult,797,lv,.0898067,0,50,49.90498,51.17928,T,68450,128136
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/14/2020,8/23/2020,Morning Consult,797,lv,.0886742,0,51,50.905,52.17469,T,68449,128135
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/13/2020,8/22/2020,Morning Consult,797,lv,.0883355,0,50,49.90498,51.16527,T,68448,128134
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/12/2020,8/21/2020,Morning Consult,797,lv,.0880569,0,50,49.90498,51.15488,T,68447,128133
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/11/2020,8/20/2020,Morning Consult,797,lv,.074055,0,51,50.905,52.09731,T,68446,128132
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/10/2020,8/19/2020,Morning Consult,797,lv,.0676836,0,51,50.905,52.06631,T,68445,128131
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/9/2020,8/18/2020,Morning Consult,797,lv,.0624702,0,50,49.90498,51.04888,T,68444,128130
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/8/2020,8/17/2020,Morning Consult,797,lv,.057593,0,48,47.90508,49.05177,T,68443,128129
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/6/2020,8/15/2020,Morning Consult,797,lv,.1115798,0,50,49.90498,51.06039,T,68442,128128
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/5/2020,8/14/2020,Morning Consult,797,lv,.0567035,0,50,49.90498,51.06422,T,68441,128127
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/4/2020,8/13/2020,Morning Consult,797,lv,.0578208,0,50,49.90498,51.07183,T,68440,128126
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/3/2020,8/12/2020,Morning Consult,797,lv,.0591369,0,50,49.90498,51.08315,T,68439,128125
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/2/2020,8/11/2020,Morning Consult,797,lv,.0628922,0,50,49.90498,51.11382,T,68438,128124
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,8/1/2020,8/10/2020,Morning Consult,797,lv,.0641323,0,50,49.90498,51.12376,T,68437,128123
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/31/2020,8/9/2020,Morning Consult,797,lv,.065445,0,50,49.90498,51.13322,T,68436,128122
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/30/2020,8/8/2020,Morning Consult,797,lv,.0670369,0,51,50.905,52.14095,T,68435,128121
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/29/2020,8/7/2020,Morning Consult,797,lv,.0687448,0,51,50.905,52.14999,T,68434,128120
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/28/2020,8/6/2020,Morning Consult,797,lv,.0686312,0,51,50.905,52.16099,T,68433,128119
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/27/2020,8/5/2020,Morning Consult,797,lv,.0683422,0,51,50.905,52.17569,T,68432,128118
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/26/2020,8/4/2020,Morning Consult,797,lv,.0680993,0,51,50.905,52.18823,T,68431,128117
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/25/2020,8/3/2020,Morning Consult,797,lv,.0678669,0,51,50.905,52.19894,T,68430,128116
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,797,lv,.0676823,0,52,51.90508,53.2091,T,68429,128115
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/23/2020,8/1/2020,Morning Consult,797,lv,.0677049,0,51,50.905,52.22264,T,68428,128114
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/22/2020,7/31/2020,Morning Consult,797,lv,.0679682,0,50,49.90498,51.23592,T,68427,128113
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/21/2020,7/30/2020,Morning Consult,797,lv,.0682373,0,51,50.905,52.24913,T,68426,128112
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/20/2020,7/29/2020,Morning Consult,797,lv,.0685533,0,50,49.90498,51.26335,T,68425,128111
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/19/2020,7/28/2020,Morning Consult,797,lv,.0688775,0,50,49.90498,51.27559,T,68424,128110
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/18/2020,7/27/2020,Morning Consult,797,lv,.0688319,0,50,49.90498,51.28639,T,68423,128109
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/16/2020,7/25/2020,Morning Consult,797,lv,.0686651,0,49,48.90501,50.30681,T,68422,128108
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/15/2020,7/24/2020,Morning Consult,797,lv,.0685862,0,49,48.90501,50.31644,T,68421,128107
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/14/2020,7/23/2020,Morning Consult,797,lv,.0685077,0,48,47.90508,49.32586,T,68420,128106
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/13/2020,7/22/2020,Morning Consult,797,lv,.0684705,0,47,46.90521,48.33605,T,68419,128105
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/12/2020,7/21/2020,Morning Consult,797,lv,.068474,0,48,47.90508,49.34754,T,68418,128104
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/11/2020,7/20/2020,Morning Consult,797,lv,.0684776,0,48,47.90508,49.35666,T,68417,128103
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/10/2020,7/19/2020,Morning Consult,797,lv,.0684812,0,48,47.90508,49.36884,T,68416,128102
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/9/2020,7/18/2020,Morning Consult,797,lv,.0684848,0,49,48.90501,50.38196,T,68415,128101
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/8/2020,7/17/2020,Morning Consult,797,lv,.0684883,0,48,47.90508,49.39052,T,68414,128100
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/7/2020,7/16/2020,Morning Consult,797,lv,.0684919,0,49,48.90501,50.39516,T,68413,128099
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/6/2020,7/15/2020,Morning Consult,797,lv,.0684955,0,49,48.90501,50.39634,T,68412,128098
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/5/2020,7/14/2020,Morning Consult,797,lv,.0684961,0,50,49.90498,51.39722,T,68411,128097
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/4/2020,7/13/2020,Morning Consult,797,lv,.0684967,0,50,49.90498,51.3961,T,68410,128096
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/3/2020,7/12/2020,Morning Consult,797,lv,.0684973,0,50,49.90498,51.39304,T,68409,128095
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/2/2020,7/11/2020,Morning Consult,797,lv,.0684979,0,50,49.90498,51.38859,T,68408,128094
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,7/1/2020,7/10/2020,Morning Consult,797,lv,.0684986,0,51,50.905,52.38329,T,68407,128093
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,6/30/2020,7/9/2020,Morning Consult,797,lv,.0684992,0,50,49.90498,51.37543,T,68406,128092
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,6/29/2020,7/8/2020,Morning Consult,797,lv,.0684998,0,51,50.905,52.35658,T,68405,128091
2020,Wisconsin,10/30/2020,Joseph R. Biden Jr.,6/28/2020,7/7/2020,Morning Consult,797,lv,.0685004,0,51,50.905,52.34923,T,68404,128090
