cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,10/30/20,WV-3,2,District partisanship,-9.926927,"WV-3 is 40.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. West Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Hilary Turner,Carol Miller,Turner,Miller,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-3,11,Total,-34.02885,"",DR,Hilary Turner,Carol Miller,Turner,Miller,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-3,1,Incumbency,-8.691681,"Miller has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WV-3 has highly distinctive demographics, so incumbency will help Miller a lot there.",DR,Hilary Turner,Carol Miller,Turner,Miller,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,7,Challenger experience,0,Kunkel has never held elected office.,DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,6,Incumbent's voting record in Congress,.2417466,Mooney has voted with Republicans 82% of the time in roll-call votes in recent sessions of Congress.,DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,5,Fundraising,-9.930317,"As of Oct. 14, Mooney had raised $1,150,000 in individual contributions (67% of all such contributions to the major-party candidates); Kunkel had raised $558,000 (33%).",DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,4,Generic ballot,2.480937,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,3,Incumbent's margin in last election,-2.56838,Mooney won by 11.0 percentage points in 2018.,DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,2,District partisanship,-5.393536,"WV-2 is 28.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. West Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,11,Total,-21.78513,"",DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,1,Incumbency,-6.615579,"Mooney has been elected to 3 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WV-2 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Cathy Kunkel,Alex Mooney,Kunkel,Mooney,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,7,Challenger experience,0,Cline has never held elected office.,DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,6,Incumbent's voting record in Congress,-.4375131,McKinley has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,5,Fundraising,-13.3744,"As of Oct. 14, McKinley had raised $278,000 in individual contributions (79% of all such contributions to the major-party candidates); Cline had raised $73,000 (21%).",DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,4,Generic ballot,3.016385,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,3,Incumbent's margin in last election,-6.250948,McKinley won by 29.2 percentage points in 2018.,DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,2,District partisanship,-7.80484,"WV-1 is 33.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. West Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,11,Total,-32.86025,"",DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,1,Incumbency,-8.008938,"McKinley has been elected to 5 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WV-1 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Natalie Cline,David McKinley,Cline,McKinley,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,7,Challenger experience,1.965031,"Stuck has held elected office before. (So has Gallagher, but this is accounted for in our incumbency calculation.)",DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,6,Incumbent's voting record in Congress,-.4233469,Gallagher has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,5,Fundraising,-12.77912,"As of Oct. 14, Gallagher had raised $2,158,000 in individual contributions (85% of all such contributions to the major-party candidates); Stuck had raised $368,000 (15%).",DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,4,Generic ballot,2.740405,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,3,Incumbent's margin in last election,-5.392378,Gallagher won by 27.4 percentage points in 2018.,DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,2,District partisanship,-3.694767,"WI-8 is 17.8 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,11,Total,-24.52979,"",DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,1,Incumbency,-6.945618,"Gallagher has been elected to 2 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-8 has nationally representative demographics, so incumbency won't help Gallagher as much there.",DR,Amanda Stuck,Mike Gallagher,Stuck,Gallagher,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,7,Challenger experience,1.466044,"Zunker has held elected office before. (So has Tiffany, but this is accounted for in our incumbency calculation.)",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,6,Incumbent's voting record in Congress,.7701807,"Tiffany has voted with Republicans 90% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,5,Fundraising,-8.063916,"As of Oct. 14, Tiffany had raised $2,115,000 in individual contributions (66% of all such contributions to the major-party candidates); Zunker had raised $1,103,000 (34%).",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,4,Generic ballot,2.044524,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,3,Incumbent's margin in last election,-2.838788,Tiffany won by 14.4 percentage points in a special election.,DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,2,District partisanship,-3.021174,"WI-7 is 19.4 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,11,Total,-15.06195,"",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,1,Incumbency,-5.418821,"Tiffany has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-7 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Tricia Zunker,Thomas P. Tiffany,Zunker,Tiffany,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,7,Challenger experience,1.603656,"King has held elected office before. (So has Grothman, but this is accounted for in our incumbency calculation.)",DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,6,Incumbent's voting record in Congress,.2853734,Grothman has voted with Republicans 82% of the time in roll-call votes in recent sessions of Congress.,DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,5,Fundraising,-10.2653,"As of Oct. 14, Grothman had raised $1,147,000 in individual contributions (83% of all such contributions to the major-party candidates); King had raised $228,000 (17%).",DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,4,Generic ballot,2.236436,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,3,Incumbent's margin in last election,-2.317949,Grothman won by 11.0 percentage points in 2018.,DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,2,District partisanship,-3.142433,"WI-6 is 18.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,11,Total,-17.30618,"",DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,1,Incumbency,-5.705964,"Grothman has been elected to 3 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-6 has nationally representative demographics, so incumbency won't help Grothman as much there.",DR,Jessica J. King,Glenn Grothman,King,Grothman,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,7,Candidate experience,-.2366023,Fitzgerald has held elected office before but Palzewicz hasn't.,DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,5,Fundraising,-3.718429,"As of Oct. 14, Fitzgerald had raised $755,000 in individual contributions (70% of all such contributions to the major-party candidates); Palzewicz had raised $323,000 (30%).",DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,4,Generic ballot,6.597178,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,2,District partisanship,-23.07415,"WI-5 is 26.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,11,Total,-20.432,"",DR,Tom Palzewicz,Scott Fitzgerald,Palzewicz,Fitzgerald,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,7,Challenger experience,0,Rogers has never held elected office.,DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,6,Incumbent's voting record in Congress,-2.529766,"Moore has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,5,Fundraising,9.444168,"As of Oct. 14, Moore had raised $291,000 in individual contributions (100% of all such contributions to the major-party candidates); Rogers had raised $0 (0%).",DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,4,Generic ballot,4.473436,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,3,Incumbent's margin in last election,11.42393,Moore won by 54.0 percentage points in 2018.,DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,2,District partisanship,17.2553,"WI-4 is 47.3 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,11,Total,52.19075,"",DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,1,Incumbency,12.12368,"Moore has been elected to 8 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-4 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Gwen Moore,Tim Rogers,Moore,Rogers,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,7,Challenger experience,0,Van Orden has never held elected office.,DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,6,Incumbent's voting record in Congress,-.767065,"Kind has voted with Democrats 90% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,5,Fundraising,-.639679,"As of Oct. 14, Van Orden had raised $1,636,000 in individual contributions (67% of all such contributions to the major-party candidates); Kind had raised $820,000 (33%).",DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,4,Generic ballot,1.985033,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,3,Incumbent's margin in last election,1.1164,Kind won by 19.3 percentage points in 2018.,DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,2,District partisanship,-.617774,"WI-3 is 4.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Obama in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,11,Total,6.210303,"",DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,1,Incumbency,5.133388,"Kind has been elected to 12 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-3 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ron Kind,Derrick Van Orden,Kind,Van Orden,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,7,Challenger experience,0,Theron has never held elected office.,DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,6,Incumbent's voting record in Congress,-2.584353,"Pocan has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,5,Fundraising,8.96946,"As of Oct. 14, Pocan had raised $650,000 in individual contributions (96% of all such contributions to the major-party candidates); Theron had raised $28,000 (4%).",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,4,Generic ballot,4.581038,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,3,Incumbent's margin in last election,11.52991,"Pocan won by 94.9 percentage points in 2018, but did not face major-party opposition.",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,2,District partisanship,11.55603,"WI-2 is 32.4 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,11,Total,46.10975,"",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,1,Incumbency,12.05765,"Pocan has been elected to 4 terms. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-2 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Mark Pocan,Peter Theron,Pocan,Theron,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,7,Challenger experience,0,Polack has never held elected office.,DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,6,Incumbent's voting record in Congress,-.8418885,Steil has voted with Republicans 68% of the time in roll-call votes in recent sessions of Congress.,DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,5,Fundraising,-10.71738,"As of Oct. 14, Steil had raised $1,844,000 in individual contributions (80% of all such contributions to the major-party candidates); Polack had raised $471,000 (20%).",DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,4,Generic ballot,2.406726,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,3,Incumbent's margin in last election,-3.138981,Steil won by 12.3 percentage points in 2018 in an open-seat race.,DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,2,District partisanship,-2.37571,"WI-1 is 13.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Wisconsin has been considerably more Republican in state legislative elections than in presidential elections.",DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,11,Total,-20.69107,"",DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,1,Incumbency,-6.023841,"Steil has been elected to 1 term. Congress has only a 20.8% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. WI-1 has nationally representative demographics, so incumbency won't help Steil as much there.",DR,Roger Polack,Bryan Steil,Polack,Steil,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,9,Top-two primary margin,23.56218,"Democrats won the aggregate vote by 49.9 percentage points in the August primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in Washington. On that basis, it treats the primary result as equivalent to a 58.2-point win for Democrats.",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,7,Challenger experience,0,Basler has never held elected office.,DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,6,Incumbent's voting record in Congress,-1.388477,"Smith has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,5,Fundraising,5.535077,"As of Oct. 14, Smith had raised $486,000 in individual contributions (97% of all such contributions to the major-party candidates); Basler had raised $14,000 (3%).",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,4,Generic ballot,2.754984,Democrats lead by an average of 7.8 percentage points in polls of the generic congressional ballot.,DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,3,Incumbent's margin in last election,7.929664,"Smith won by 35.8 percentage points in 2018, but did not face major-party opposition.",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,2,District partisanship,9.749026,"WA-9 is 43.9 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Washington has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,11,Total,56.22523,"",DR,Adam Smith,Doug Basler,Smith,Basler,17:34:24 30 Oct 2020
