cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,10/30/20,WV-2,Cathy Kunkel,Alex Mooney,2,CANTOR (analysis of comparable disticts),-28.97189,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-2,Cathy Kunkel,Alex Mooney,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,Natalie Cline,David McKinley,4,Expert ratings adjusted for national environment,-34.46353,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,Natalie Cline,David McKinley,3,Fundamentals (non-polling factors),-32.86025,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,Natalie Cline,David McKinley,2,CANTOR (analysis of comparable disticts),-35.14995,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WV-1,Natalie Cline,David McKinley,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,Amanda Stuck,Mike Gallagher,4,Expert ratings adjusted for national environment,-26.16868,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,Amanda Stuck,Mike Gallagher,3,Fundamentals (non-polling factors),-24.52979,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,Amanda Stuck,Mike Gallagher,2,CANTOR (analysis of comparable disticts),-18.43235,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-8,Amanda Stuck,Mike Gallagher,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,Tricia Zunker,Thomas P. Tiffany,4,Expert ratings adjusted for national environment,-23.84377,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,Tricia Zunker,Thomas P. Tiffany,3,Fundamentals (non-polling factors),-15.06195,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,Tricia Zunker,Thomas P. Tiffany,2,CANTOR (analysis of comparable disticts),-19.44546,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-7,Tricia Zunker,Thomas P. Tiffany,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,Jessica J. King,Glenn Grothman,4,Expert ratings adjusted for national environment,-23.55261,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,Jessica J. King,Glenn Grothman,3,Fundamentals (non-polling factors),-17.30618,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,Jessica J. King,Glenn Grothman,2,CANTOR (analysis of comparable disticts),-19.20266,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-6,Jessica J. King,Glenn Grothman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,Tom Palzewicz,Scott Fitzgerald,4,Expert ratings adjusted for national environment,-24.1353,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,Tom Palzewicz,Scott Fitzgerald,3,Fundamentals (non-polling factors),-20.432,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,Tom Palzewicz,Scott Fitzgerald,2,CANTOR (analysis of comparable disticts),-20.07601,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-5,Tom Palzewicz,Scott Fitzgerald,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,Gwen Moore,Tim Rogers,4,Expert ratings adjusted for national environment,52.923,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,Gwen Moore,Tim Rogers,3,Fundamentals (non-polling factors),52.19074,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,Gwen Moore,Tim Rogers,2,CANTOR (analysis of comparable disticts),70.85926,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-4,Gwen Moore,Tim Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,Ron Kind,Derrick Van Orden,4,Expert ratings adjusted for national environment,13.10563,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,Ron Kind,Derrick Van Orden,3,Fundamentals (non-polling factors),6.210303,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,Ron Kind,Derrick Van Orden,2,CANTOR (analysis of comparable disticts),15.25022,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-3,Ron Kind,Derrick Van Orden,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,Mark Pocan,Peter Theron,4,Expert ratings adjusted for national environment,46.00734,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,Mark Pocan,Peter Theron,3,Fundamentals (non-polling factors),46.10974,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,Mark Pocan,Peter Theron,2,CANTOR (analysis of comparable disticts),56.9959,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-2,Mark Pocan,Peter Theron,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,Roger Polack,Bryan Steil,4,Expert ratings adjusted for national environment,-23.58764,0,0,1.171692,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,Roger Polack,Bryan Steil,3,Fundamentals (non-polling factors),-20.69107,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,Roger Polack,Bryan Steil,2,CANTOR (analysis of comparable disticts),-7.831265,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WI-1,Roger Polack,Bryan Steil,1,Polls adjusted for house effects & other factors,-13.02966,.910181,.910181,.910181,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,Adam Smith,Doug Basler,4,Expert ratings adjusted for national environment,55.88211,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,Adam Smith,Doug Basler,3,Fundamentals (non-polling factors),56.22522,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,Adam Smith,Doug Basler,2,CANTOR (analysis of comparable disticts),70.1368,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-9,Adam Smith,Doug Basler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-8,Kim Schrier,Jesse Jensen,4,Expert ratings adjusted for national environment,12.43181,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-8,Kim Schrier,Jesse Jensen,3,Fundamentals (non-polling factors),17.83078,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-8,Kim Schrier,Jesse Jensen,2,CANTOR (analysis of comparable disticts),25.05044,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-8,Kim Schrier,Jesse Jensen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-7,Pramila Jayapal,Craig Keller,4,Expert ratings adjusted for national environment,72.52952,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-7,Pramila Jayapal,Craig Keller,3,Fundamentals (non-polling factors),72.79537,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-7,Pramila Jayapal,Craig Keller,2,CANTOR (analysis of comparable disticts),87.864,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-7,Pramila Jayapal,Craig Keller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,4,Expert ratings adjusted for national environment,29.20742,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,3,Fundamentals (non-polling factors),29.81292,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,2,CANTOR (analysis of comparable disticts),37.10142,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,4,Expert ratings adjusted for national environment,-23.61513,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,3,Fundamentals (non-polling factors),-19.17289,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,2,CANTOR (analysis of comparable disticts),-8.908127,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-5,Dave Wilson,Cathy McMorris Rodgers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-4,Douglas McKinley,Dan Newhouse,4,Expert ratings adjusted for national environment,-32.89659,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-4,Douglas McKinley,Dan Newhouse,3,Fundamentals (non-polling factors),-32.16703,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-4,Douglas McKinley,Dan Newhouse,2,CANTOR (analysis of comparable disticts),-22.08324,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-4,Douglas McKinley,Dan Newhouse,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-3,Carolyn Long,Jaime Herrera Beutler,4,Expert ratings adjusted for national environment,-9.77795,0,0,1.418092,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-3,Carolyn Long,Jaime Herrera Beutler,3,Fundamentals (non-polling factors),-5.780372,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-3,Carolyn Long,Jaime Herrera Beutler,2,CANTOR (analysis of comparable disticts),-.5402724,.595793,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-3,Carolyn Long,Jaime Herrera Beutler,1,Polls adjusted for house effects & other factors,-5.186161,1.404207,1.404207,1.404207,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-2,Rick Larsen,Timothy Hazelo,4,Expert ratings adjusted for national environment,39.88487,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-2,Rick Larsen,Timothy Hazelo,3,Fundamentals (non-polling factors),40.7103,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-2,Rick Larsen,Timothy Hazelo,2,CANTOR (analysis of comparable disticts),47.27522,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-2,Rick Larsen,Timothy Hazelo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,4,Expert ratings adjusted for national environment,26.01516,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,3,Fundamentals (non-polling factors),25.91422,0,1.342794,1.342794,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,2,CANTOR (analysis of comparable disticts),39.51353,.8358126,.0962403,.0962403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-1,Suzan DelBene,Jeffrey Beeler Sr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-10,Marilyn Strickland,Beth Doglio,4,Expert ratings adjusted for national environment,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-10,Marilyn Strickland,Beth Doglio,3,Fundamentals (non-polling factors),9.916275,0,1.439034,1.439034,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-10,Marilyn Strickland,Beth Doglio,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,WA-10,Marilyn Strickland,Beth Doglio,1,Polls adjusted for house effects & other factors,21,.6534927,.6534927,.6534927,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VT-1,Peter Welch,Miriam Berry,4,Expert ratings adjusted for national environment,37.42298,0,0,1.197121,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VT-1,Peter Welch,Miriam Berry,3,Fundamentals (non-polling factors),38.5234,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VT-1,Peter Welch,Miriam Berry,2,CANTOR (analysis of comparable disticts),31.14821,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VT-1,Peter Welch,Miriam Berry,1,Polls adjusted for house effects & other factors,40.09713,.9611642,.9611642,.9611642,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-9,Cameron Dickerson,Morgan Griffith,4,Expert ratings adjusted for national environment,-67.01071,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-9,Cameron Dickerson,Morgan Griffith,3,Fundamentals (non-polling factors),-67.01071,1.439034,1.439034,1.439034,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-9,Cameron Dickerson,Morgan Griffith,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-9,Cameron Dickerson,Morgan Griffith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-8,Don Beyer,Jeff Jordan,4,Expert ratings adjusted for national environment,55.29137,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-8,Don Beyer,Jeff Jordan,3,Fundamentals (non-polling factors),54.44087,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-8,Don Beyer,Jeff Jordan,2,CANTOR (analysis of comparable disticts),74.21118,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-8,Don Beyer,Jeff Jordan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-7,Abigail Spanberger,Nick Freitas,4,Expert ratings adjusted for national environment,4.663488,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-7,Abigail Spanberger,Nick Freitas,3,Fundamentals (non-polling factors),7.21879,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-7,Abigail Spanberger,Nick Freitas,2,CANTOR (analysis of comparable disticts),15.96995,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-7,Abigail Spanberger,Nick Freitas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-6,Nicholas Betts,Ben Cline,4,Expert ratings adjusted for national environment,-27.19055,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-6,Nicholas Betts,Ben Cline,3,Fundamentals (non-polling factors),-25.80531,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-6,Nicholas Betts,Ben Cline,2,CANTOR (analysis of comparable disticts),-20.15012,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-6,Nicholas Betts,Ben Cline,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-5,Cameron Webb,Bob Good,4,Expert ratings adjusted for national environment,-1.27361,0,0,1.684747,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-5,Cameron Webb,Bob Good,3,Fundamentals (non-polling factors),5.973971,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-5,Cameron Webb,Bob Good,2,CANTOR (analysis of comparable disticts),4.748102,.0611562,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-5,Cameron Webb,Bob Good,1,Polls adjusted for house effects & other factors,-.5954247,1.938844,1.938844,1.938844,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-4,A. Donald McEachin,Leon Benjamin,4,Expert ratings adjusted for national environment,24.87976,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-4,A. Donald McEachin,Leon Benjamin,3,Fundamentals (non-polling factors),22.61496,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-4,A. Donald McEachin,Leon Benjamin,2,CANTOR (analysis of comparable disticts),49.35471,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-4,A. Donald McEachin,Leon Benjamin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-3,Robert C. Scott,John W. Collick,4,Expert ratings adjusted for national environment,38.93569,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-3,Robert C. Scott,John W. Collick,3,Fundamentals (non-polling factors),37.66578,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-3,Robert C. Scott,John W. Collick,2,CANTOR (analysis of comparable disticts),61.23071,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-3,Robert C. Scott,John W. Collick,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-2,Elaine Luria,Scott W. Taylor,4,Expert ratings adjusted for national environment,7.23073,0,0,1.616131,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-2,Elaine Luria,Scott W. Taylor,3,Fundamentals (non-polling factors),11.6678,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-2,Elaine Luria,Scott W. Taylor,2,CANTOR (analysis of comparable disticts),12.41706,.1987308,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-2,Elaine Luria,Scott W. Taylor,1,Polls adjusted for house effects & other factors,6.160019,1.801269,1.801269,1.801269,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-1,Qasim Rashid,Robert J. Wittman,4,Expert ratings adjusted for national environment,-25.48046,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-1,Qasim Rashid,Robert J. Wittman,3,Fundamentals (non-polling factors),-6.946025,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-1,Qasim Rashid,Robert J. Wittman,2,CANTOR (analysis of comparable disticts),-4.642149,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-1,Qasim Rashid,Robert J. Wittman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-11,Gerry Connolly,Manga Anantatmula,4,Expert ratings adjusted for national environment,44.58984,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-11,Gerry Connolly,Manga Anantatmula,3,Fundamentals (non-polling factors),43.76529,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-11,Gerry Connolly,Manga Anantatmula,2,CANTOR (analysis of comparable disticts),63.27198,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-11,Gerry Connolly,Manga Anantatmula,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-10,Jennifer Wexton,Aliscia Andrews,4,Expert ratings adjusted for national environment,21.13121,0,0,1.18774,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-10,Jennifer Wexton,Aliscia Andrews,3,Fundamentals (non-polling factors),19.16666,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-10,Jennifer Wexton,Aliscia Andrews,2,CANTOR (analysis of comparable disticts),19.43044,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,VA-10,Jennifer Wexton,Aliscia Andrews,1,Polls adjusted for house effects & other factors,18.37313,.9423568,.9423568,.9423568,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-4,Ben McAdams,Burgess Owens,4,Expert ratings adjusted for national environment,2.424537,0,0,1.498001,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-4,Ben McAdams,Burgess Owens,3,Fundamentals (non-polling factors),1.308673,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-4,Ben McAdams,Burgess Owens,2,CANTOR (analysis of comparable disticts),-2.211715,.4355774,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-4,Ben McAdams,Burgess Owens,1,Polls adjusted for house effects & other factors,1.132702,1.564423,1.564423,1.564423,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-3,Devin Thorpe,John R. Curtis,4,Expert ratings adjusted for national environment,-32.35246,0,0,1.063528,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-3,Devin Thorpe,John R. Curtis,3,Fundamentals (non-polling factors),-32.34959,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-3,Devin Thorpe,John R. Curtis,2,CANTOR (analysis of comparable disticts),-25.30168,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-3,Devin Thorpe,John R. Curtis,1,Polls adjusted for house effects & other factors,-29.54479,.6933135,.6933135,.6933135,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-2,Kael Weston,Chris Stewart,4,Expert ratings adjusted for national environment,-23.56958,0,0,1.063528,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-2,Kael Weston,Chris Stewart,3,Fundamentals (non-polling factors),-17.99516,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-2,Kael Weston,Chris Stewart,2,CANTOR (analysis of comparable disticts),-15.11485,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-2,Kael Weston,Chris Stewart,1,Polls adjusted for house effects & other factors,-18.80589,.6933135,.6933135,.6933135,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-1,Darren Parry,Blake Moore,4,Expert ratings adjusted for national environment,-33.00565,0,0,1.063528,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-1,Darren Parry,Blake Moore,3,Fundamentals (non-polling factors),-36.05717,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-1,Darren Parry,Blake Moore,2,CANTOR (analysis of comparable disticts),-21.59181,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,UT-1,Darren Parry,Blake Moore,1,Polls adjusted for house effects & other factors,-25.59182,.6933135,.6933135,.6933135,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-9,Al Green,Johnny Teague,4,Expert ratings adjusted for national environment,59.0654,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-9,Al Green,Johnny Teague,3,Fundamentals (non-polling factors),58.08379,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-9,Al Green,Johnny Teague,2,CANTOR (analysis of comparable disticts),79.07523,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-9,Al Green,Johnny Teague,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-8,Elizabeth Hernandez,Kevin Brady,4,Expert ratings adjusted for national environment,-55.05561,0,0,.7177314,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-8,Elizabeth Hernandez,Kevin Brady,3,Fundamentals (non-polling factors),-53.10166,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-8,Elizabeth Hernandez,Kevin Brady,2,CANTOR (analysis of comparable disticts),-59.4318,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-8,Elizabeth Hernandez,Kevin Brady,1,Polls adjusted for house effects & other factors,,0,0,0,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-7,Lizzie Fletcher,Wesley Hunt,4,Expert ratings adjusted for national environment,10.8057,0,0,1.088403,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-7,Lizzie Fletcher,Wesley Hunt,3,Fundamentals (non-polling factors),1.236841,0,1.284435,1.284435,40000,17:34:24 30 Oct 2020
2020,House,10/30/20,TX-7,Lizzie Fletcher,Wesley Hunt,2,CANTOR (analysis of comparable disticts),4.26352,.8358126,.1545999,.1545999,40000,17:34:24 30 Oct 2020
