cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000325,0,,56,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0003,0,,55,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000175,0,,54,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000025,,538,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,537,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,0,,536,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,0,,535,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0004,,534,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,533,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,532,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,531,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,530,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0003,0,,53,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,0,,529,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,528,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,527,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,0,,526,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,525,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,524,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,523,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,522,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,521,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000075,,520,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00025,0,,52,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000175,,519,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00005,,518,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,517,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,516,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000175,,515,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000125,,514,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000175,,513,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00005,,512,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,511,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00015,,510,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0003,0,,51,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,509,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,0,,508,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00015,,507,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00005,,506,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000225,,505,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00015,,504,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000225,,503,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0002,,502,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00005,,501,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00015,,500,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00025,0,,50,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000075,0,,5,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,499,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00025,,498,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0002,,497,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000275,,496,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000225,,495,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000175,,494,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0001,,493,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000225,,492,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00005,,491,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00025,,490,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0005,0,,49,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0005,,489,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00025,,488,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,487,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00025,,486,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,485,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000175,,484,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,483,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000325,,482,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000425,,481,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,480,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00025,0,,48,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,479,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000375,,478,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0003,,477,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0005,,476,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0005,,475,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00035,,474,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0005,,473,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0004,,472,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000325,,471,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000675,,470,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,0,,47,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000625,,469,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000575,,468,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000675,,467,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0008,,466,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000575,,465,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000575,,464,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000875,,463,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000525,,462,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.000625,,461,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001025,,460,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000225,0,,46,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000775,,459,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0009,,458,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000725,,457,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001475,,456,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001925,,455,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00075,,454,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000925,,453,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00155,,452,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000725,,451,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00105,,450,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0001,0,,45,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002075,,449,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000475,,448,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00135,,447,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001825,,446,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.000775,,445,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001525,,444,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00175,,443,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001125,,442,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0018,,441,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001525,,440,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000175,0,,44,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001375,,439,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002175,,438,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.002025,,437,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001575,,436,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00215,,435,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00215,,434,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001475,,433,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.0022,,432,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002025,,431,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001925,,430,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000225,0,,43,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00345,,429,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0036,,428,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00285,,427,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00365,,426,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.004675,,425,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002275,,424,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0032,,423,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.006125,,422,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00295,,421,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001275,,420,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000275,0,,42,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0117,,419,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002425,,418,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001425,,417,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.020075,,416,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0038,,415,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001525,,414,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.05085,,413,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.015,,412,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0009,,411,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002825,,410,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0002,0,,41,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001475,,409,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001225,,408,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.007225,,407,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0076,,406,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.000975,,405,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001325,,404,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00275,,403,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002275,,402,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0024,,401,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.002725,,400,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00025,0,,40,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0004,0,,4,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00105,,399,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00265,,398,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.00605,,397,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002375,,396,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0065,,395,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0092,,394,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001175,,393,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002725,,392,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0034,,391,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0023,,390,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0001,0,,39,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0056,,389,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.012025,,388,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.003325,,387,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.0027,,386,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.001475,,385,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.003025,,384,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001875,,383,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000075,.002675,,382,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.004775,,381,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001825,,380,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00015,0,,38,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.003075,,379,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.011875,,378,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002975,,377,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00175,,376,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0002,.03045,,375,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000075,.009675,,374,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000075,.003825,,373,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.003975,,372,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.002575,,371,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000075,.001375,,370,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,0,,37,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.0104,,369,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.00785,,368,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.001925,,367,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00005,.002175,,366,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00255,,365,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.0057,,364,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000325,.00305,,363,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.00025,.004425,,362,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.002275,,361,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.000025,.00415,,360,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",.0002,0,,36,17:26:03 30 Oct 2020,40000
2020,President,polls-plus,10/30/2020,Trump,Biden,"",0,.011625,,359,17:26:03 30 Oct 2020,40000
